,Property Name,Price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,No. of Receptions,Location,City/County,Postal Code
2139,Westfield,162500,Flat / Apartment,1612,3,3,3, Hampstead,London,NW3 7SG
2140,Crane Grove,85000,Flat / Apartment,723,2,2,2,,London,N7 8LE
2141,Crane Grove,55000,Flat / Apartment,536,1,1,1,,London,N7 8LE
2142,Crane Grove,140000,House,1259,3,3,3,,London,N7 8LE
2143,Balham Grove,120000,House,1335,4,4,4,Nightingale Triangle,London,SW12 8AZ
2144,Lambourne Avenue,599500,New development,6313,6,6,6,Wimbledon,London,SW19 7DW
2145,Poppyfield House,49500,Flat / Apartment,767,2,2,2,Copperwood Place,London,SE10 8GD
2146,Thornhill Road,275000,House,2479,4,4,4, Islington,London,N1 1JT
2147,Mare Street,167500,House,2110,4,4,4,Hackney,London,E8 1HE
2148,Asquith House,159500,Flat / Apartment,1316,3,3,3, Westminster,London,SW1P 2AR
2149,Boydell Court,139500,Flat / Apartment,1171,3,3,3,St. Johns Wood Park,London,NW8 6NJ
2150,The Galleries,329500,Flat / Apartment,2435,4,4,4,9 Abbey Road,London,NW8 9AQ
2151,Fleur De Lis Street,80000,Flat / Apartment,857,1,1,1,Spitalfields,London,E1 6BP
2152,Chester Row,330000,House,1669,3,3,3,Belgravia,London,SW1W 8JP
2153,Queens Road,62500,Flat / Apartment,729,2,2,2,Richmond,Surrey,TW10 6JW
2154,Oak Lodge Avenue,10000,House,2232,5,5,5,Chigwell,Essex,IG7 5JA
2155,Eden Close,225000,House,1735,3,3,3,,London,W8 6UW
2156,Gillespie Road,55000,Flat / Apartment,585,1,1,1,Highbury,London,N5 1LN
2157,Wood Lane,325000,House,2813,5,5,5,Highgate,London,N6 5UB
2158,Perrymead Street,299000,House,3175,6,6,6, Fulham,London,SW6 3SN
2159,Spice Court,47500,Flat / Apartment,566,1,1,1,Asher Way,London,E1W 2JD
2160,Victoria Wharf,75000,Flat / Apartment,885,2,2,2, Limehouse,London,E14 8DD
2161,Askew Mansions,67500,Flat / Apartment,858,3,3,3,,London,W12 9DA
2162,Castelnau Gardens,95000,Flat / Apartment,1016,2,2,2,Barnes,London,SW13 8DU
2163,Garratt Lane,45000,Flat / Apartment,495,1,1,1,Wandsworth,London,SW18 4SW
2164,Castle Road,150000,House,5587,7,7,7, Coulsdon,Surrey,CR5 3NS
2165,King Henrys Road,225000,Flat / Apartment,1547,3,3,3,Primrose Hill,London,NW3 3RP
2166,Cole Park Road,229500,House,3823,6,6,6,,Twickenham,TW1 1HT
2167,Montpelier Mews,267500,House,1087,3,3,3,,London,SW7 1HB
2168,Sheen Common Drive,365000,House,4135,5,5,5,Richmond,Surrey,TW10 5BN
2169,Hillview,125000,Flat / Apartment,943,2,2,2,2-4 Primrose Hill Road,London,NW3 3AX
2170,Sandown House,65000,Flat / Apartment,1031,2,2,2, Esher,Surrey,KT10 9SL
2171,Drake House,85000,Flat / Apartment,861,2,2,2, Vauxhall,London,SW8 2LR
2172,West India Quay,10000,Flat / Apartment,1514,2,2,2, Canary Wharf,London,E14 4EF
2173,Bartholomew Villas,82500,Flat / Apartment,687,2,2,2,Kentish Town,London,NW5 2LL
2174,Distillery Wharf,105000,Flat / Apartment,1091,2,2,2, Regatta Lane,London,W6 9BF
2175,Great North Road,237500,House,3116,6,6,6,Highgate,London,N6 4LU
2176,Parkfields,295000,House,3235,6,6,6,Putney,London,SW15 6NH
2177,Montevetro,159500,Flat / Apartment,1219,2,2,2, Battersea,London,SW11 3YL
2178,St. John's Wood Terrace,375000,House,2243,5,5,5,St John's Wood,London,NW8 6JL
2179,Birchside Apartments,55000,Flat / Apartment,599,1,1,1, Queens Park,London,NW6 5FS
2180,Alaska Apartments,59000,Flat / Apartment,1048,2,2,2, Royal Docks,London,E16 1BW
2181,Newton Street,129800,New development,591,1,1,1,Covent Garden,London,WC2B 5EL
2182,Eaton Terrace,710000,House,2908,5,5,5,Belgravia,London,SW1W 8TW
2183,Hardwicks Square,45000,Flat / Apartment,572,1,1,1,Wandsworth,London,SW18 4AG
2184,Union Wharf,179500,House,1842,3,3,3, Islington,London,N1 7BL
2185,Kingsland Road,37500,Flat / Apartment,450,1,1,1,,London,E2 8AS
2186,Globe House,66000,Flat / Apartment,929,2,2,2, Canary Wharf,London,E14 0LU
2187,Wadham Gardens,795000,Flat / Apartment,4168,4,4,4,Primrose Hill,London,NW3 3DN
2188,Dunraven Road,77500,Flat / Apartment,858,2,2,2,,London,W12 7QY
2189,Chronicle Tower,99500,Flat / Apartment,875,2,2,2, Shoreditch,London,EC1V 1AL
2190,Lillian Road,135000,House,1520,3,3,3,Barnes,London,SW13 9JF
2191,Polworth Road,53500,Flat / Apartment,887,3,3,3,,London,SW16 2EU
2192,Marylands Road,38500,Flat / Apartment,344,1,1,1,,London,W9 2DU
2193,Earl's Court Square,119500,Flat / Apartment,723,2,2,2,,London,SW5 9DQ
2194,"Castle Court, Putney Wharf",119500,Penthouse,1260,3,3,3, Putney,London,SW15 2JJ
2195,Weymouth Mews,157500,Flat / Apartment,979,2,2,2,Marylebone,London,W1G 7EG
2196,Montpelier Mews,370000,House,2381,4,4,4,,London,SW7 1HB
2197,Bartholomew Road,55000,Flat / Apartment,474,1,1,1,Kentish Town,London,NW5 2AS
2198,Downshire Hill,425000,House,2402,3,3,3,Hampstead,London,NW3 1NT
2199,Meadvale Road,130000,House,1668,4,4,4,,London,W5 1LT
2200,Earl's Court Square,62500,Flat / Apartment,491,1,1,1,,London,SW5 9DN
2201,Stylus House,44500,Flat / Apartment,667,2,2,2,Devonport Street,London,E1 0EG
2202,Balham Hill,67000,Flat / Apartment,743,2,2,2,,London,SW12 9EA
2203,Fernside Road,138500,House,1837,4,4,4,,London,SW12 8LL
2204,Englewood Road,165000,House,2305,5,5,5,,London,SW12 9PA
2205,Hightrees House,62500,Flat / Apartment,768,2,2,2,Nightingale Lane,London,SW12 8AH
2206,St John Street,99500,Flat / Apartment,800,2,2,2,Clerkenwell,London,EC1M 4DT
2207,Dale Street,46500,Flat / Apartment,594,1,1,1,Chiswick,London,W4 2BZ
2208,Handel Mansions,130000,Flat / Apartment,1299,2,2,2, Barnes,London,SW13 8AH
2209,Ormiston Grove,20000,House,3165,5,5,5,,London,W12 0JR
2210,The Heights,107500,Flat / Apartment,1138,2,2,2, Hampstead,London,NW3 6XS
2211,Henderson Road,50000,House,4980,6,6,6,,London,SW18 3RR
2212,Victoria Rise,175000,New development,2431,4,4,4,Hilgrove Road,London,NW6 4TH
2213,Bridge Lane,185000,House,1679,3,3,3,,London,SW11 3AD
2214,Dunbar Wharf,90000,Flat / Apartment,1054,2,2,2, Limehouse,London,E14 8BB
2215,Peninsula Heights,479500,Flat / Apartment,3943,5,5,5, Vauxhall,London,SE1 7TY
2216,Pissarro House,60000,Flat / Apartment,568,1,1,1,Augustas Lane,London,N1 1QT
2217,Old York Road,66500,Flat / Apartment,956,2,2,2,,London,SW18 1SS
2218,Brodrick Road,165000,House,2335,3,3,3,Wandsworth,London,SW17 7DX
2219,Southmont Road,999950,House,2249,5,5,5,Esher,Surrey,KT10 9BG
2220,Victoria Road,225000,House,2030,6,6,6,,London,NW6 6TD
2221,Grosvenor Avenue,124500,House,1773,4,4,4,,London,SW14 8BX
2222,Cadogan Terrace,43500,Flat / Apartment,510,1,1,1,Hackney,London,E9 5EL
2223,Pleydell Avenue,20000,House,2315,5,5,5,,London,W6 0XX
2224,Churston Mansions,70000,Penthouse,623,2,2,2,176 Gray's Inn Road,London,WC1X 8ER
2225,Harland House,73000,New development,801,2,2,2,30-34 Woodfield Place,London,W9 2BJ
2226,Marchbank House,52500,Flat / Apartment,1239,2,2,2, Northwood,Middlesex,HA6 2SG
2227,Marylebone High Street,725000,New development,1991,3,3,3,Marylebone,London,W1U 4PY
2228,Manville Road,289500,House,4503,7,7,7,,London,SW17 8JL
2229,Chesterfield House,285000,Flat / Apartment,1275,3,3,3, Mayfair,London,W1J 5JX
2230,Cambridge Road,599950,Flat / Apartment,710,2,2,2,,London,SW11 4RR
2231,Wesley Street,525000,House,3092,5,5,5,Marylebone,London,W1G 8PT
2232,Hugero Point,60000,Flat / Apartment,869,2,2,2, Greenwich,London,SE10 0GS
2233,Abbeville Road,235000,House,3071,5,5,5,,London,SW4 9JL
2234,Cromford Road,899950,Flat / Apartment,1195,2,2,2,Putney,London,SW18 1PA
2235,Islington Green,67000,Flat / Apartment,662,1,1,1,,London,N1 2XA
2236,Buckingham Court,117500,Flat / Apartment,776,2,2,2, Notting Hill,London,W11 3BP
2237,Bramfield Road,155000,House,1953,4,4,4,,London,SW11 6PZ
2238,Honeywell Road,199500,House,2116,5,5,5,,London,SW11 6EQ
2239,Cadogan Place,195000,Flat / Apartment,809,2,2,2,,London,SW1X 9RU
2240,Dorset Court,72500,Duplex,940,3,3,3,Hertford Road,London,N1 4SD
2241,Priory Road,225000,House,2293,4,4,4,South Hampstead,London,NW6 4NN
2242,Adelphi Court,40000,Flat / Apartment,708,2,2,2,Chiswick,London,W4 4QF
2243,Old Chesterton Building,87500,Flat / Apartment,1141,2,2,2,,110 Battersea Park Road,SW11 4LZ
2244,Albert Bridge Road,150000,Flat / Apartment,1186,3,3,3,,London,SW11 4PY
2245,Brodrick Road,215000,House,2598,5,5,5, Wandsworth,London,SW17 7DX
2246,Stillingfleet Road,89500,House,1133,3,3,3,Barnes,London,SW13 9AG
2247,Bute Gardens,217500,House,2243,4,4,4,,London,W6 7DS
2248,Manchuria Road,175000,House,2012,5,5,5,,London,SW11 6AF
2249,Pembridge Crescent,850000,Flat / Apartment,3493,4,4,4,,London,W11 3DS
2250,Cato Street,250000,House,1888,3,3,3,Marylebone,London,W1H 5JH
2251,St. Alphonsus Road,92500,House,760,2,2,2,,London,SW4 7BW
2252,Sugar House,55000,Flat / Apartment,481,1,1,1,99 Leman Street,London,E1 8GH
2253,Boatman's Court,879950,New development,1048,2,2,2, Putney,London,SW15 1PP
2254,Airedale Avenue,230000,House,2526,5,5,5,Chiswick,London,W4 2NN
2255,Millennium House,65000,Flat / Apartment,664,2,2,2, Putney,London,SW15 2DN
2256,Alacia Court,60000,New development,813,2,2,2,Palmerston Road,London,W3 8GJ
2257,Quebec Wharf,77500,Flat / Apartment,941,1,1,1,315 Kingsland Road,London,E8 4DJ
2258,Cumberland Terrace,725000,Flat / Apartment,2248,4,4,4,Regent's Park,London,NW1 4HP
2259,Winsham Grove,95000,Flat / Apartment,1160,3,3,3,,London,SW11 6NE
2260,Alderbrook Road,165000,House,2434,5,5,5,,London,SW12 8AF
2261,Ellington Street,10000,Flat / Apartment,909,2,2,2,,London,N7 8PL
2262,Mayford Road,97500,Flat / Apartment,1281,2,2,2,,London,SW12 8RZ
2263,Compass House,67500,Flat / Apartment,1097,2,2,2,Smugglers Way,London,SW18 1DB
2264,Palace Place,349500,Flat / Apartment,2176,3,3,3,,London,SW1E 5BJ
2265,Heathview Court,35000,Flat / Apartment,507,1,1,1,70 Parkside,London,SW19 5NL
2266,Hills Lane,88000,House,1573,3,3,3,Northwood,Middlesex,HA6 2QL
2267,Leinster Square,125000,Flat / Apartment,763,1,1,1,Bayswater,London,W2 4NQ
2268,Wallace Road,80000,Flat / Apartment,1022,2,2,2,Canonbury,London,N1 2PQ
2269,Malvern Road,73500,Flat / Apartment,747,2,2,2,Hackney,London,E8 3LJ
2270,Redfield Lane,199500,New development,1495,4,4,4,,London,SW5 0RQ
2271,Emmanuel Road,135000,House,2355,5,5,5,,London,SW12 0HR
2272,Rossiter Road,99500,House,1255,4,4,4,,London,SW12 9RY
2273,Streathbourne Road,20000,House,2680,6,6,6,,London,SW17 8RA
2274,Rydal Road,75000,Flat / Apartment,1019,2,2,2,,London,SW16 1QF
2275,Ontario Tower,145000,Flat / Apartment,1849,2,2,2,4 Fairmont Avenue,London,E14 9JD
2276,South Quay  Plaza,130000,New development,1203,3,3,3,Canary Wharf,London,E14 9SH
2277,Hammersmith Grove,80000,Flat / Apartment,833,2,2,2,,London,W6 0NJ
2278,Rivermead,110000,House,1822,4,4,4,East Molesey,Surrey,KT8 9AZ
2279,Ashley Park Avenue,279500,House,4704,4,4,4,Walton-on-Thames,Surrey,KT12 1ET
2280,Grafton Square,20000,House,2226,4,4,4,,London,SW4 0DB
2281,Cambridge Heath Road,36000,Flat / Apartment,411,1,1,1,Bethnal Green,London,E2 9RA
2282,Octavia House,95000,Flat / Apartment,970,2,2,2, Fulham,London,SW6 2FJ
2283,King Edward House,82500,Flat / Apartment,1819,3,3,3,King Edward Place,Bushey,WD23 2RG
2284,Grosvenor Square,295000,Flat / Apartment,840,2,2,2,Mayfair,London,W1K 6LD
2285,Hosack Road,120000,House,1572,3,3,3,,London,SW17 7QP
2286,Fulham Road,150000,New development,6333,4,4,4,,London,SW10 9UZ
2287,Worple Road,95000,Penthouse,1255,2,2,2,,London,SW19 4BJ
2288,Hereford Road,149500,Flat / Apartment,939,2,2,2,,London,W2 4TQ
2289,Cumberland Street,275000,House,2738,5,5,5,,London,SW1V 4LZ
2290,Manfred Court,61500,Flat / Apartment,694,2,2,2,Manfred Road,London,SW15 2RT
2291,St. Ann's Crescent,58000,Flat / Apartment,817,2,2,2,Wandsworth,London,SW18 2LR
2292,Selhurst Close,47500,Flat / Apartment,695,2,2,2,,London,SW19 6AZ
2293,Tooting Bec Gardens,52500,Flat / Apartment,1152,3,3,3,,London,SW16 1RB
2294,Skysail Building,32500,Flat / Apartment,500,1,1,1,210 Poplar High Street,London,E14 0BB
2295,Northways,99500,Flat / Apartment,1039,2,2,2,College Crescent,London,NW3 5DP
2296,Zulu Mews,99500,House,1275,2,2,2,Battersea,London,SW11 2BQ
2297,Pelham Road,129500,House,1775,3,3,3,,London,SW19 1NP
2298,Barmouth Road,115000,House,1758,4,4,4,Wandsworth,London,SW18 2DT
2299,Brocklebank Road,110000,House,1432,4,4,4,Wandsworth,London,SW18 3AT
2300,Killarney Road,56000,Flat / Apartment,661,2,2,2,,London,SW18 2DU
2301,Townshend Court,47500,Flat / Apartment,471,1,1,1,Shannon Place,London,NW8 7DP
2302,Exchange Building,110000,Penthouse,1052,2,2,2, Shoreditch,London,E1 6NQ
2303,Cadogan Square,725000,Flat / Apartment,2258,3,3,3,,London,SW1X 0HU
2304,Kreisel Walk,169500,House,1842,4,4,4,Richmond,Surrey,TW9 3AL
2305,Crogsland Road,499999,Flat / Apartment,464,1,1,1,Chalk Farm,London,NW1 8AY
2306,Erskine Road,39800,Flat / Apartment,292,1,1,1,Primrose Hill,London,NW3 3AJ
2307,Turner Place,84500,House,776,2,2,2,,London,SW11 1EB
2308,Thornhill Grove,210000,House,1677,3,3,3,Islington,London,N1 1JG
2309,Ockendon Road,139500,Flat / Apartment,1359,3,3,3,,London,N1 3NW
2310,Regis Place,90000,Flat / Apartment,1013,2,2,2,10 Llanvanor Road,London,NW2 2AP
2311,Dartmouth Park Road,185000,House,1623,3,3,3,,London,NW5 1SU
2312,Belsize Park Gardens,450000,Flat / Apartment,2774,4,4,4,Belsize Park,London,NW3 4LD
2313,Arnison Road,165000,House,2698,5,5,5,East Molesey,Surrey,KT8 9JF
2314,Manor Drive,92500,House,1483,4,4,4,Esher,Surrey,KT10 0AU
2315,Rosary Gardens,149500,Flat / Apartment,868,2,2,2,,London,SW7 4NN
2316,Carlton Road,124500,House,1489,4,4,4,,London,SW14 7RJ
2317,Bridewell Place,95000,Flat / Apartment,1087,3,3,3,,London,E1W 2PB
2318,Wexford Road,330000,House,4415,6,6,6,,London,SW12 8NH
2319,Dance Square,80000,Flat / Apartment,814,2,2,2,Clerkenwell,London,EC1V 3AL
2320,Vitae,72500,Flat / Apartment,1023,2,2,2,,311 Goldhawk Road,W6 0SZ
2321,Rockley Road,30000,House,2853,5,5,5,,London,W14 0DA
2322,Brynmaer Road,235000,House,2299,5,5,5,Battersea,London,SW11 4EN
2323,Kings Gate Walk,186000,Flat / Apartment,1174,2,2,2,Victoria,London,SW1E 6AN
2324,Eccleston Square,85000,Flat / Apartment,601,2,2,2, Westminster,London,SW1V 1NS
2325,Horizon Building,65000,Flat / Apartment,929,2,2,2, Canary Wharf,London,E14 4AW
2326,Fulham Park Gardens,77500,Flat / Apartment,780,3,3,3,,London,SW6 4JZ
2327,Arnison Road,257500,House,3785,5,5,5,East Molesey,Surrey,KT8 9JJ
2328,Oxberry Avenue,62500,Flat / Apartment,693,2,2,2,Fulham,London,SW6 5SP
2329,Barons Walk,88500,New development,1175,3,3,3,Kenninghall Road,London,E5 8DF
2330,Sefton Street,59500,New development,647,2,2,2,Putney,London,SW15 1NA
2331,Sefton Street,59500,New development,657,2,2,2,Putney,London,SW15 1NA
2332,Sefton Street,539950,New development,592,2,2,2,Putney,London,SW15 1NA
2333,Thornton Place,75000,Flat / Apartment,1420,2,2,2,Clapham Common North Side,London,SW4 0AB
2334,Willow Bridge Road,175000,Flat / Apartment,1203,3,3,3, Islington,London,N1 2LA
2335,Seacon Tower,57500,Flat / Apartment,701,2,2,2,5 Hutchings Street,London,E14 8JX
2336,Blandfield Road,130000,House,1272,4,4,4,,London,SW12 8BG
2337,Aumbrey Apartments,65000,Flat / Apartment,864,3,3,3,Eastway,London,E9 5HE
2338,St Georges Terrace,275000,Flat / Apartment,1471,3,3,3,Primrose Hill,London,NW1 8XH
2339,Gloucester Avenue,227500,Flat / Apartment,1540,3,3,3,Primrose Hill,London,NW1 8JD
2340,Grosvenor Waterside,129500,Flat / Apartment,887,2,2,2,9 Gatliff Road,London,SW1W 8DQ
2341,Church Road,67500,Flat / Apartment,863,2,2,2,Richmond,Surrey,TW10 6LW
2342,Woodwaye,169500,House,5242,8,8,8,,Watford,WD19 4TS
2343,Beauchamp Road,76000,Flat / Apartment,764,2,2,2,,London,SW11 1PG
2344,Orlando Road,85000,Flat / Apartment,820,2,2,2,,London,SW4 0LF
2345,Wells Place,85000,House,1356,3,3,3,London,Wandsworth,SW18 3BF
2346,Pudding Lane,375000,House,5272,5,5,5,Chigwell,Essex,IG7 6BY
2347,Station Way,28500,Flat / Apartment,693,2,2,2,Buckhurst Hill,Essex,IG9 6LN
2348,Newnham House,47000,Flat / Apartment,885,2,2,2, Loughton,Essex,IG10 4JH
2349,Graham Road,157500,House,1799,4,4,4,Hackney,London,E8 1BZ
2350,Gaumont Place,62500,New development,667,2,2,2,,London,SW2 4GD
2351,Rusthall Avenue,190000,House,2199,4,4,4,Chiswick,London,W4 1BS
2352,Cleveland Road,289500,House,3334,6,6,6,Barnes,London,SW13 0AA
2353,Sinclair Road,72500,Flat / Apartment,748,2,2,2,,London,W14 0NJ
2354,Television Centre,75000,Flat / Apartment,580,1,1,1,101 Wood Lane,London,W12 7FT
2355,Abercrombie Street,110000,House,1324,3,3,3,,London,SW11 2JB
2356,Ransomes Dock,235000,Flat / Apartment,2168,3,3,3, Battersea,London,SW11 4NP
2357,Romney House,215000,Flat / Apartment,1959,3,3,3,47 Marsham Street,London,SW1P 3DR
2358,Worple Road,130000,House,2346,5,5,5,Wimbledon,London,SW20 8RQ
2359,Steeple Court,79500,Flat / Apartment,1082,2,2,2, Wimbledon,London,SW19 7BP
2360,Cottenham Park Road,135000,Flat / Apartment,1888,3,3,3,Wimbledon,London,SW20 0RZ
2361,Penshurst Road,51000,Flat / Apartment,721,2,2,2,,London,E9 7DT
2362,Landmark Court,55000,Flat / Apartment,469,2,2,2, Marylebone,London,NW1 6SL
2363,Eamont Court,63500,Flat / Apartment,619,2,2,2,Eamont Street,London,NW8 7DG
2364,Visage Apartments,67000,Flat / Apartment,669,1,1,1,Winchester Road,London,NW3 3NE
2365,Tannery House,67500,Flat / Apartment,774,1,1,1,,6 Deal Street,E1 5AG
2366,City Road,10000,Flat / Apartment,1173,2,2,2,Shoreditch,London,EC1V 2NR
2367,First Street,365000,House,1616,2,2,2,,London,SW3 2LD
2368,Grosvenor Road,20000,House,1884,5,5,5,Richmond,Surrey,TW10 6PE
2369,Amerland Road,107500,House,1255,3,3,3,Putney,London,SW18 1PZ
2370,Chelverton Road,799950,Flat / Apartment,905,2,2,2,Putney,London,SW15 1RN
2371,Carlton Drive,369500,House,4661,6,6,6,Putney,London,SW15 2DH
2372,Copse Wood Way,175000,House,3026,5,5,5,Northwood,Middlesex,HA6 2UB
2373,Sisters Avenue,50000,Flat / Apartment,524,2,2,2,,London,SW11 5SQ
2374,Ashness Road,85500,Flat / Apartment,926,2,2,2,,London,SW11 6RY
2375,Shamrock Street,67500,Flat / Apartment,693,2,2,2,,London,SW4 6HE
2376,Turner Place,129500,House,1324,4,4,4,,London,SW11 1EB
2377,Broxash Road,145000,House,1920,5,5,5,,London,SW11 6AB
2378,Lillieshall Road,167500,House,1558,3,3,3,,London,SW4 0LP
2379,Old York Road,45000,Flat / Apartment,458,1,1,1,,London,SW18 1SS
2380,Old York Road,60000,Flat / Apartment,818,2,2,2,,London,SW18 1SS
2381,Old York Road,52500,Flat / Apartment,565,1,1,1,,London,SW18 1SS
2382,Westside Court,85000,Flat / Apartment,791,2,2,2,Elgin Avenue,London,W9 2NP
2383,Hallam Street,109500,Flat / Apartment,663,2,2,2,Marylebone,London,W1W 6JN
2384,Wimpole Street,257500,Flat / Apartment,1374,3,3,3,Marylebone,London,W1G 8AE
2385,Mount Street,175000,Flat / Apartment,1089,2,2,2,Mayfair,London,W1K 2RP
2386,Princes Drive,595000,New development,11610,6,6,6,Oxshott,Surrey,KT22 0UL
2387,Groom Place,195000,House,1010,2,2,2,,London,SW1X 7BA
2388,Tedworth Square,139500,Flat / Apartment,757,1,1,1,,London,SW3 4DY
2389,Aubrey Road,320000,House,2282,3,3,3,,London,W8 7JJ
2390,Campden Hill Gardens,77500,Flat / Apartment,476,1,1,1,,London,W8 7AX
2391,Callcott Street,230000,House,1433,3,3,3,,London,W8 7SU
2392,Hillborough Court,30000,Flat / Apartment,483,1,1,1,Livermere Road,London,E8 4LG
2393,St. Anns Gardens,179500,House,1787,4,4,4,Kentish Town,London,NW5 4ER
2394,Creighton Avenue,155000,House,1888,4,4,4,,London,N2 9BJ
2395,Roderick Road,87500,Flat / Apartment,985,2,2,2,,London,NW3 2NL
2396,Inglethorpe Street,235000,House,2858,5,5,5, Fulham,London,SW6 6NX
2397,Rivermead Court,195000,Flat / Apartment,1730,3,3,3,Ranelagh Gardens,London,SW6 3RT
2398,Pursers Cross Road,140000,House,1102,3,3,3, Fulham,London,SW6 4QX
2399,Park View Road,275000,House,3558,7,7,7,,London,W5 2JB
2400,Gunnersbury Avenue,50000,Flat / Apartment,770,2,2,2,Ealing,London,W5 3NJ
2401,Haven Place,115000,House,2382,5,5,5, Esher,Surrey,KT10 9AQ
2402,Imber Park Road,90000,House,1606,4,4,4,Esher,Surrey,KT10 8JB
2403,Tolworth Road,50000,House,669,2,2,2,Surbiton,Surrey,KT6 7TA
2404,Queens Drive,115000,House,1961,4,4,4,Surbiton,Surrey,KT5 8PP
2405,Flaxman House,87000,Flat / Apartment,635,1,1,1,1-3 Coleherne Road,London,SW10 9BS
2406,Bolton Gardens,116000,Flat / Apartment,689,2,2,2,,London,SW5 0AQ
2407,Columbia Gardens,135000,New development,1023,3,3,3,,London,SW6 1FU
2408,Wapping Lane,107500,Flat / Apartment,1575,2,2,2,,London,E1W 2RR
2409,Clapham Common South Side,69500,Flat / Apartment,848,2,2,2,,London,SW4 9DX
2410,Holmside Road,122500,House,1350,3,3,3,,London,SW12 8RJ
2411,Sarsfeld Road,230000,House,2668,5,5,5,,London,SW12 8HL
2412,Broadway Lofts,55000,Flat / Apartment,848,2,2,2,10 Gatton Road,London,SW17 0EE
2413,City Tower,45000,Flat / Apartment,640,2,2,2, Canary Wharf,London,E14 9LU
2414,Hugero Point,399995,Flat / Apartment,569,1,1,1,2 Rennie Street,London,SE10 0GS
2415,Trinity Tower,65000,Flat / Apartment,1399,2,2,2, Canary Wharf;,London,E14 9JW
2416,Myddelton Square,95000,Flat / Apartment,963,2,2,2,Clerkenwell,London,EC1R 1YA
2417,Saffron Hill,88500,Flat / Apartment,747,2,2,2,Clerkenwell,London,EC1N 8QS
2418,St. Albans Avenue,159500,House,1688,5,5,5,Chiswick,London,W4 5JR
2419,Eden Studios,67500,House,705,2,2,2,20-24 Beaumont Road,London,W4 5AP
2420,Mallord Street,1120000,House,4576,5,5,5,,London,SW3 6DU
2421,Westfields Avenue,250000,House,3491,6,6,6,Barnes,London,SW13 0AT
2422,Television Centre,77500,New development,672,1,1,1,101 Wood Lane,London,W12 7FS
2423,Bentley House,99500,Flat / Apartment,1081,3,3,3,22 Bute Gardens,London,W6 7DR
2424,Drapers Court,57000,Flat / Apartment,640,1,1,1,59 Lurline Gardens,London,SW11 4DF
